[2026-01-16 18:33:25] START Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0
[2026-01-16 18:33:47] Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0, QuestionNumber: 1, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Buchfink, answerPossibility3: Blaumeise, answerPossibility4: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 22,32
[2026-01-16 18:59:11] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 59,63, amountOfQuestions: 6, correctAnswers: 6, incorrectAnswers: 0, successrate: 100,00, levelPassed: True
[2026-01-16 18:59:31] START Game: Memory, LevelButtonNumber: 7, Level: 5
[2026-01-16 18:59:37] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 1, FoundPair: 1, Correct: True, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 5,45, timeSinceTheLastPairWasFound: 5,45
[2026-01-16 18:59:43] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 2, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 11,60, timeSinceTheLastPairWasFound: 6,15
[2026-01-16 18:59:48] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 3, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 1, currentTimeFromStopWatch: 17,08, timeSinceTheLastPairWasFound: 11,63
[2026-01-16 18:59:53] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 4, FoundPair: 2, Correct: True, movesSinceTheLastPairWasFound: 2, currentTimeFromStopWatch: 21,42, timeSinceTheLastPairWasFound: 15,97
[2026-01-16 18:59:56] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 5, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 24,68, timeSinceTheLastPairWasFound: 3,26
[2026-01-16 19:00:00] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 6, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 1, currentTimeFromStopWatch: 28,55, timeSinceTheLastPairWasFound: 7,13
[2026-01-16 19:00:02] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 7, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 2, currentTimeFromStopWatch: 30,39, timeSinceTheLastPairWasFound: 8,97
[2026-01-16 19:00:05] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 8, FoundPair: 3, Correct: True, movesSinceTheLastPairWasFound: 3, currentTimeFromStopWatch: 34,27, timeSinceTheLastPairWasFound: 12,85
[2026-01-16 19:00:09] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 9, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 38,05, timeSinceTheLastPairWasFound: 3,78
[2026-01-16 19:00:16] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 10, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 1, currentTimeFromStopWatch: 44,53, timeSinceTheLastPairWasFound: 10,25
[2026-01-16 19:00:21] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 11, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 2, currentTimeFromStopWatch: 49,44, timeSinceTheLastPairWasFound: 15,17
[2026-01-16 19:00:23] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 12, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 3, currentTimeFromStopWatch: 51,44, timeSinceTheLastPairWasFound: 17,16
[2026-01-16 19:00:24] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 13, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 4, currentTimeFromStopWatch: 53,19, timeSinceTheLastPairWasFound: 18,92
[2026-01-16 19:00:30] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 14, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 5, currentTimeFromStopWatch: 59,05, timeSinceTheLastPairWasFound: 24,78
[2026-01-16 19:00:32] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 15, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 6, currentTimeFromStopWatch: 60,73, timeSinceTheLastPairWasFound: 26,45
[2026-01-16 19:00:36] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 16, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 7, currentTimeFromStopWatch: 64,55, timeSinceTheLastPairWasFound: 30,28
[2026-01-16 19:00:39] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 17, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 8, currentTimeFromStopWatch: 67,63, timeSinceTheLastPairWasFound: 33,35
[2026-01-16 19:00:42] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 18, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 9, currentTimeFromStopWatch: 70,71, timeSinceTheLastPairWasFound: 36,44
[2026-01-16 19:00:48] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 19, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 10, currentTimeFromStopWatch: 77,00, timeSinceTheLastPairWasFound: 42,72
[2026-01-16 19:00:51] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 20, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 11, currentTimeFromStopWatch: 80,17, timeSinceTheLastPairWasFound: 45,90
[2026-01-16 19:00:53] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 21, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 12, currentTimeFromStopWatch: 82,29, timeSinceTheLastPairWasFound: 48,01
[2026-01-16 19:00:57] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 22, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 13, currentTimeFromStopWatch: 85,40, timeSinceTheLastPairWasFound: 51,13
[2026-01-16 19:01:01] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 23, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 14, currentTimeFromStopWatch: 89,94, timeSinceTheLastPairWasFound: 55,66
[2026-01-16 19:01:03] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 24, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 15, currentTimeFromStopWatch: 92,27, timeSinceTheLastPairWasFound: 58,00
[2026-01-16 19:01:06] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 25, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 16, currentTimeFromStopWatch: 94,37, timeSinceTheLastPairWasFound: 60,10
[2026-01-16 19:01:08] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 26, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 17, currentTimeFromStopWatch: 96,48, timeSinceTheLastPairWasFound: 62,21
[2026-01-16 19:01:09] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 27, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 18, currentTimeFromStopWatch: 98,17, timeSinceTheLastPairWasFound: 63,90
[2026-01-16 19:01:11] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 28, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 19, currentTimeFromStopWatch: 99,93, timeSinceTheLastPairWasFound: 65,65
[2026-01-16 19:01:13] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 29, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 20, currentTimeFromStopWatch: 101,76, timeSinceTheLastPairWasFound: 67,48
[2026-01-16 19:01:15] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 30, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 21, currentTimeFromStopWatch: 103,64, timeSinceTheLastPairWasFound: 69,37
[2026-01-16 19:01:17] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 31, FoundPair: 4, Correct: True, movesSinceTheLastPairWasFound: 22, currentTimeFromStopWatch: 105,43, timeSinceTheLastPairWasFound: 71,15
[2026-01-16 19:01:18] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 32, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 107,22, timeSinceTheLastPairWasFound: 1,79
[2026-01-16 19:01:20] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 33, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 1, currentTimeFromStopWatch: 108,84, timeSinceTheLastPairWasFound: 3,41
[2026-01-16 19:01:22] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 34, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 2, currentTimeFromStopWatch: 110,45, timeSinceTheLastPairWasFound: 5,02
[2026-01-16 19:01:23] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 35, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 3, currentTimeFromStopWatch: 111,99, timeSinceTheLastPairWasFound: 6,56
[2026-01-16 19:01:26] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 36, FoundPair: 5, Correct: True, movesSinceTheLastPairWasFound: 4, currentTimeFromStopWatch: 114,88, timeSinceTheLastPairWasFound: 9,45
[2026-01-16 19:01:28] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 37, FoundPair: No pair, Correct: False, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 116,99, timeSinceTheLastPairWasFound: 2,11
[2026-01-16 19:01:30] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 38, FoundPair: 6, Correct: True, movesSinceTheLastPairWasFound: 1, currentTimeFromStopWatch: 118,81, timeSinceTheLastPairWasFound: 3,93
[2026-01-16 19:01:31] During Game: Memory, LevelButtonNumber: 7, Level: level5, Game Move: 39, FoundPair: 7, Correct: True, movesSinceTheLastPairWasFound: 0, currentTimeFromStopWatch: 120,10, timeSinceTheLastPairWasFound: 1,28
[2026-01-16 19:01:31] END Game: Memory, LevelButtonNumber: 7, Level: 5, CurrentMoveNumber: 39, TimeNeededForTheLevel: 120,10
[2026-01-16 19:01:43] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:01:56] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Eisvogel, selectableBird2: Blaumeise, selectableBird3: Rotkehlchen, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 12,94
[2026-01-16 19:02:00] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Kohlmeise, selectableBird4: Singdrossel, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 3,25
[2026-01-16 19:02:04] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Singdrossel, selectableBird2: Buntspecht, selectableBird3: Rotkehlchen, selectableBird4: Eisvogel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 3,24
[2026-01-16 19:02:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Kohlmeise, selectableBird4: Rauchschwalbe, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,58
[2026-01-16 19:02:09] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Kohlmeise, selectableBird3: Eisvogel, selectableBird4: Singdrossel, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,36
[2026-01-16 19:02:11] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Rotkehlchen, selectableBird2: Blaumeise, selectableBird3: Buntspecht, selectableBird4: Kohlmeise, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,64
[2026-01-16 19:02:13] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Eisvogel, selectableBird4: Kohlmeise, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,76
[2026-01-16 19:02:14] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rauchschwalbe, selectableBird2: Eisvogel, selectableBird3: Singdrossel, selectableBird4: Rotkehlchen, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,64
[2026-01-16 19:02:15] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 32,44, amountOfQuestions: 8, richtigeAnswersCounter: 1, falseAnswersCounter: 7, successrate: 12,50, levelPassed: False
[2026-01-16 19:02:31] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:02:34] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Kohlmeise, selectableBird2: Blaumeise, selectableBird3: Eisvogel, selectableBird4: Rotkehlchen, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,88
[2026-01-16 19:02:39] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Kohlmeise, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Eisvogel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 3,86
[2026-01-16 19:02:45] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Kohlmeise, selectableBird2: Rotkehlchen, selectableBird3: Amsel, selectableBird4: Singdrossel, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Eisvogel, wasAnswerCorrect: True, timeNeededForTheQuestion: 5,05
[2026-01-16 19:02:59] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Rauchschwalbe, selectableBird2: Singdrossel, selectableBird3: Eisvogel, selectableBird4: Rotkehlchen, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 13,13
[2026-01-16 19:03:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Rauchschwalbe, selectableBird4: Buntspecht, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,42
[2026-01-16 19:03:10] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Eisvogel, selectableBird2: Buntspecht, selectableBird3: Amsel, selectableBird4: Rotkehlchen, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Blaumeise, wasAnswerCorrect: True, timeNeededForTheQuestion: 1,95
[2026-01-16 19:03:16] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Rotkehlchen, selectableBird2: Blaumeise, selectableBird3: Buntspecht, selectableBird4: Singdrossel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 5,07
[2026-01-16 19:03:21] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Blaumeise, selectableBird2: Eisvogel, selectableBird3: Singdrossel, selectableBird4: Rotkehlchen, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 4,44
[2026-01-16 19:03:22] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 50,84, amountOfQuestions: 8, richtigeAnswersCounter: 3, falseAnswersCounter: 5, successrate: 37,50, levelPassed: False
[2026-01-16 19:03:41] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:03:54] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Kohlmeise, selectableBird2: Buntspecht, selectableBird3: Eisvogel, selectableBird4: Rauchschwalbe, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 12,96
[2026-01-16 19:03:58] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Rauchschwalbe, selectableBird2: Singdrossel, selectableBird3: Eisvogel, selectableBird4: Buntspecht, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,93
[2026-01-16 19:04:00] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Rauchschwalbe, selectableBird2: Eisvogel, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,61
[2026-01-16 19:04:02] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Rauchschwalbe, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Rotkehlchen, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,82
[2026-01-16 19:04:03] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Kohlmeise, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Buntspecht, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,56
[2026-01-16 19:04:05] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Amsel, selectableBird2: Blaumeise, selectableBird3: Rotkehlchen, selectableBird4: Kohlmeise, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,65
[2026-01-16 19:04:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Buntspecht, selectableBird2: Eisvogel, selectableBird3: Blaumeise, selectableBird4: Rotkehlchen, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,85
[2026-01-16 19:04:08] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Buntspecht, selectableBird2: Kohlmeise, selectableBird3: Rotkehlchen, selectableBird4: Blaumeise, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,70
[2026-01-16 19:04:09] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 28,15, amountOfQuestions: 8, richtigeAnswersCounter: 0, falseAnswersCounter: 8, successrate: 0,00, levelPassed: False
[2026-01-16 19:04:11] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:04:37] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Buntspecht, selectableBird2: Blaumeise, selectableBird3: Kohlmeise, selectableBird4: Rauchschwalbe, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 25,53
[2026-01-16 19:04:44] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Buntspecht, selectableBird2: Amsel, selectableBird3: Eisvogel, selectableBird4: Singdrossel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,05
[2026-01-16 19:04:48] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Blaumeise, selectableBird4: Rauchschwalbe, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 3,42
[2026-01-16 19:04:52] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Buntspecht, selectableBird2: Rauchschwalbe, selectableBird3: Blaumeise, selectableBird4: Amsel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,66
[2026-01-16 19:04:56] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Eisvogel, selectableBird2: Rotkehlchen, selectableBird3: Rauchschwalbe, selectableBird4: Kohlmeise, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,58
[2026-01-16 19:04:58] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Eisvogel, selectableBird2: Rauchschwalbe, selectableBird3: Rotkehlchen, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,86
[2026-01-16 19:04:59] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Eisvogel, selectableBird2: Singdrossel, selectableBird3: Kohlmeise, selectableBird4: Rauchschwalbe, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,13
[2026-01-16 19:05:00] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rotkehlchen, selectableBird2: Kohlmeise, selectableBird3: Blaumeise, selectableBird4: Rauchschwalbe, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,08
[2026-01-16 19:05:01] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 49,37, amountOfQuestions: 8, richtigeAnswersCounter: 0, falseAnswersCounter: 8, successrate: 0,00, levelPassed: False
[2026-01-16 19:05:04] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:05:34] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Eisvogel, selectableBird2: Blaumeise, selectableBird3: Buntspecht, selectableBird4: Kohlmeise, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 29,95
[2026-01-16 19:05:38] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Kohlmeise, selectableBird2: Amsel, selectableBird3: Singdrossel, selectableBird4: Rauchschwalbe, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 3,10
[2026-01-16 19:05:45] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Buntspecht, selectableBird2: Rauchschwalbe, selectableBird3: Eisvogel, selectableBird4: Amsel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 5,93
[2026-01-16 19:05:47] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Rauchschwalbe, selectableBird2: Buntspecht, selectableBird3: Rotkehlchen, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,12
[2026-01-16 19:05:49] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Rauchschwalbe, selectableBird2: Kohlmeise, selectableBird3: Buntspecht, selectableBird4: Rotkehlchen, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,95
[2026-01-16 19:05:51] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Rauchschwalbe, selectableBird2: Rotkehlchen, selectableBird3: Blaumeise, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 0,59
[2026-01-16 19:06:01] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Buntspecht, selectableBird2: Eisvogel, selectableBird3: Kohlmeise, selectableBird4: Singdrossel, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 8,56
[2026-01-16 19:06:04] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Singdrossel, selectableBird4: Rauchschwalbe, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,15
[2026-01-16 19:06:05] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 60,39, amountOfQuestions: 8, richtigeAnswersCounter: 1, falseAnswersCounter: 7, successrate: 12,50, levelPassed: False
[2026-01-16 19:06:07] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:07:51] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Buntspecht, selectableBird2: Rauchschwalbe, selectableBird3: Amsel, selectableBird4: Rotkehlchen, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 104,08
